driver,race,race_1,race_2,race_3,race_4,last_year_tot,last_year_avg,last_year_std,same_race_last_year,score,year
 Max Verstappen,CAN,2.0,18.0,0.0,10.0,201.0,10.05,9.483919909093775,0.0,18,2018
 Max Verstappen,FRA,18.0,2.0,18.0,0.0,201.0,10.05,9.483919909093775,,21,2018
 Max Verstappen,AUT,21.0,18.0,2.0,18.0,201.0,10.05,9.483919909093775,0.0,28,2018
 Max Verstappen,GBR,28.0,21.0,18.0,2.0,201.0,10.05,9.483919909093775,15.0,0,2018
 Max Verstappen,GER,0.0,28.0,21.0,18.0,201.0,10.05,9.483919909093775,,15,2018
 Max Verstappen,HUN,15.0,0.0,28.0,21.0,201.0,10.05,9.483919909093775,13.0,0,2018
 Max Verstappen,BEL,0.0,15.0,0.0,28.0,201.0,10.05,9.483919909093775,0.0,18,2018
 Max Verstappen,ITA,18.0,0.0,15.0,0.0,201.0,10.05,9.483919909093775,1.0,13,2018
 Max Verstappen,SIN,13.0,18.0,0.0,15.0,201.0,10.05,9.483919909093775,0.0,21,2018
 Max Verstappen,RUS,21.0,13.0,18.0,0.0,201.0,10.05,9.483919909093775,13.0,13,2018
 Max Verstappen,JPN,13.0,21.0,13.0,18.0,201.0,10.05,9.483919909093775,21.0,18,2018
 Max Verstappen,USA,18.0,13.0,21.0,13.0,201.0,10.05,9.483919909093775,15.0,21,2018
 Max Verstappen,MEX,21.0,18.0,13.0,21.0,201.0,10.05,9.483919909093775,28.0,28,2018
 Max Verstappen,BRA,28.0,21.0,18.0,13.0,201.0,10.05,9.483919909093775,13.0,21,2018
 Max Verstappen,ABU,21.0,28.0,21.0,18.0,201.0,10.05,9.483919909093775,13.0,18,2018
 Valtteri Bottas,AUS,,,,,329.0,16.45,7.133870286398393,15.0,4,2018
 Valtteri Bottas,BHR,4.0,,,,329.0,16.45,7.133870286398393,15.0,21,2018
 Valtteri Bottas,CHN,21.0,4.0,,,329.0,16.45,7.133870286398393,8.0,21,2018
 Valtteri Bottas,AZE,21.0,21.0,4.0,,329.0,16.45,7.133870286398393,21.0,0,2018
 Valtteri Bottas,ESP,0.0,21.0,21.0,4.0,329.0,16.45,7.133870286398393,0.0,18,2018
 Valtteri Bottas,MON,18.0,0.0,21.0,21.0,329.0,16.45,7.133870286398393,15.0,10,2018
 Valtteri Bottas,CAN,10.0,18.0,0.0,21.0,329.0,16.45,7.133870286398393,18.0,21,2018
 Valtteri Bottas,FRA,21.0,10.0,18.0,0.0,329.0,16.45,7.133870286398393,,6,2018
 Valtteri Bottas,AUT,6.0,21.0,10.0,18.0,329.0,16.45,7.133870286398393,28.0,0,2018
 Valtteri Bottas,GBR,0.0,6.0,21.0,10.0,329.0,16.45,7.133870286398393,18.0,12,2018
 Valtteri Bottas,GER,12.0,0.0,6.0,21.0,329.0,16.45,7.133870286398393,,18,2018
 Valtteri Bottas,HUN,18.0,12.0,0.0,6.0,329.0,16.45,7.133870286398393,18.0,10,2018
 Valtteri Bottas,BEL,10.0,18.0,12.0,0.0,329.0,16.45,7.133870286398393,10.0,12,2018
 Valtteri Bottas,ITA,12.0,10.0,18.0,12.0,329.0,16.45,7.133870286398393,18.0,15,2018
 Valtteri Bottas,SIN,15.0,12.0,10.0,18.0,329.0,16.45,7.133870286398393,15.0,12,2018
 Valtteri Bottas,RUS,12.0,15.0,12.0,10.0,329.0,16.45,7.133870286398393,28.0,18,2018
 Valtteri Bottas,JPN,18.0,12.0,15.0,12.0,329.0,16.45,7.133870286398393,12.0,18,2018
 Valtteri Bottas,USA,18.0,18.0,12.0,15.0,329.0,16.45,7.133870286398393,10.0,10,2018
 Valtteri Bottas,MEX,10.0,18.0,18.0,12.0,329.0,16.45,7.133870286398393,21.0,10,2018
 Valtteri Bottas,BRA,10.0,10.0,18.0,18.0,329.0,16.45,7.133870286398393,21.0,10,2018
 Valtteri Bottas,ABU,10.0,10.0,10.0,18.0,329.0,16.45,7.133870286398393,28.0,10,2018
 Daniel Ricciardo,AUS,,,,,227.0,11.35,8.646721313520183,0.0,15,2018
 Daniel Ricciardo,BHR,15.0,,,,227.0,11.35,8.646721313520183,13.0,0,2018
 Daniel Ricciardo,CHN,0.0,15.0,,,227.0,11.35,8.646721313520183,12.0,28,2018
 Daniel Ricciardo,AZE,28.0,0.0,15.0,,227.0,11.35,8.646721313520183,28.0,0,2018
 Daniel Ricciardo,ESP,0.0,28.0,0.0,15.0,227.0,11.35,8.646721313520183,18.0,10,2018
 Daniel Ricciardo,MON,10.0,0.0,28.0,0.0,227.0,11.35,8.646721313520183,18.0,28,2018
 Daniel Ricciardo,CAN,28.0,10.0,0.0,28.0,227.0,11.35,8.646721313520183,18.0,12,2018
 Daniel Ricciardo,FRA,12.0,28.0,10.0,0.0,227.0,11.35,8.646721313520183,,12,2018
 Daniel Ricciardo,AUT,12.0,12.0,28.0,10.0,227.0,11.35,8.646721313520183,18.0,0,2018
 Daniel Ricciardo,GBR,0.0,12.0,12.0,28.0,227.0,11.35,8.646721313520183,10.0,13,2018
 Daniel Ricciardo,GER,13.0,0.0,12.0,12.0,227.0,11.35,8.646721313520183,,0,2018
 Daniel Ricciardo,HUN,0.0,13.0,0.0,12.0,227.0,11.35,8.646721313520183,0.0,15,2018
 Daniel Ricciardo,BEL,15.0,0.0,13.0,0.0,227.0,11.35,8.646721313520183,18.0,0,2018
 Daniel Ricciardo,ITA,0.0,15.0,0.0,13.0,227.0,11.35,8.646721313520183,15.0,0,2018
 Daniel Ricciardo,SIN,0.0,0.0,15.0,0.0,227.0,11.35,8.646721313520183,21.0,8,2018
 Daniel Ricciardo,RUS,8.0,0.0,0.0,15.0,227.0,11.35,8.646721313520183,0.0,8,2018
 Daniel Ricciardo,JPN,8.0,8.0,0.0,0.0,227.0,11.35,8.646721313520183,15.0,12,2018
 Daniel Ricciardo,USA,12.0,8.0,8.0,0.0,227.0,11.35,8.646721313520183,0.0,0,2018
 Daniel Ricciardo,MEX,0.0,12.0,8.0,8.0,227.0,11.35,8.646721313520183,0.0,0,2018
 Daniel Ricciardo,BRA,0.0,0.0,12.0,8.0,227.0,11.35,8.646721313520183,8.0,12,2018
 Daniel Ricciardo,ABU,12.0,0.0,0.0,12.0,227.0,11.35,8.646721313520183,0.0,12,2018
 Nico Hülkenberg,AUS,,,,,76.0,3.8,4.360106227580869,0.0,9,2018
 Nico Hülkenberg,BHR,9.0,,,,76.0,3.8,4.360106227580869,5.0,11,2018
 Nico Hülkenberg,CHN,11.0,9.0,,,76.0,3.8,4.360106227580869,0.0,11,2018
 Nico Hülkenberg,AZE,11.0,11.0,9.0,,76.0,3.8,4.360106227580869,0.0,0,2018
 Nico Hülkenberg,ESP,0.0,11.0,11.0,9.0,76.0,3.8,4.360106227580869,11.0,0,2018
 Nico Hülkenberg,MON,0.0,0.0,11.0,11.0,76.0,3.8,4.360106227580869,0.0,7,2018
 Nico Hülkenberg,CAN,7.0,0.0,0.0,11.0,76.0,3.8,4.360106227580869,7.0,9,2018
 Nico Hülkenberg,FRA,9.0,7.0,0.0,0.0,76.0,3.8,4.360106227580869,,2,2018
 Nico Hülkenberg,AUT,2.0,9.0,7.0,0.0,76.0,3.8,4.360106227580869,3.0,0,2018
 Nico Hülkenberg,GBR,0.0,2.0,9.0,7.0,76.0,3.8,4.360106227580869,11.0,11,2018
 Nico Hülkenberg,GER,11.0,0.0,2.0,9.0,76.0,3.8,4.360106227580869,,13,2018
 Nico Hülkenberg,HUN,13.0,11.0,0.0,2.0,76.0,3.8,4.360106227580869,0.0,0,2018
 Nico Hülkenberg,BEL,0.0,13.0,11.0,0.0,76.0,3.8,4.360106227580869,11.0,0,2018
 Nico Hülkenberg,ITA,0.0,0.0,13.0,11.0,76.0,3.8,4.360106227580869,3.0,0,2018
 Nico Hülkenberg,SIN,0.0,0.0,0.0,13.0,76.0,3.8,4.360106227580869,0.0,1,2018
 Nico Hülkenberg,RUS,1.0,0.0,0.0,0.0,76.0,3.8,4.360106227580869,7.0,3,2018
 Nico Hülkenberg,JPN,3.0,1.0,0.0,0.0,76.0,3.8,4.360106227580869,0.0,0,2018
 Nico Hülkenberg,USA,0.0,3.0,1.0,0.0,76.0,3.8,4.360106227580869,0.0,11,2018
 Nico Hülkenberg,MEX,11.0,0.0,3.0,1.0,76.0,3.8,4.360106227580869,0.0,11,2018
 Nico Hülkenberg,BRA,11.0,11.0,0.0,3.0,76.0,3.8,4.360106227580869,4.0,0,2018
 Nico Hülkenberg,ABU,0.0,11.0,11.0,0.0,76.0,3.8,4.360106227580869,11.0,0,2018
 Sergio Pérez,AUS,,,,,136.0,6.8,4.583724066279456,9.0,3,2018
 Sergio Pérez,BHR,3.0,,,,136.0,6.8,4.583724066279456,9.0,0,2018
 Sergio Pérez,CHN,0.0,3.0,,,136.0,6.8,4.583724066279456,5.0,0,2018
 Sergio Pérez,AZE,0.0,0.0,3.0,,136.0,6.8,4.583724066279456,0.0,18,2018
 Sergio Pérez,ESP,18.0,0.0,0.0,3.0,136.0,6.8,4.583724066279456,15.0,5,2018
 Sergio Pérez,MON,5.0,18.0,0.0,0.0,136.0,6.8,4.583724066279456,0.0,0,2018
 Sergio Pérez,CAN,0.0,5.0,18.0,0.0,136.0,6.8,4.583724066279456,13.0,0,2018
 Sergio Pérez,FRA,0.0,0.0,5.0,18.0,136.0,6.8,4.583724066279456,,0,2018
 Sergio Pérez,AUT,0.0,0.0,0.0,5.0,136.0,6.8,4.583724066279456,9.0,6,2018
 Sergio Pérez,GBR,6.0,0.0,0.0,0.0,136.0,6.8,4.583724066279456,2.0,1,2018
 Sergio Pérez,GER,1.0,6.0,0.0,0.0,136.0,6.8,4.583724066279456,,9,2018
 Sergio Pérez,HUN,9.0,1.0,6.0,0.0,136.0,6.8,4.583724066279456,7.0,0,2018
 Sergio Pérez,BEL,0.0,9.0,1.0,6.0,136.0,6.8,4.583724066279456,0.0,13,2018
 Sergio Pérez,ITA,13.0,0.0,9.0,1.0,136.0,6.8,4.583724066279456,2.0,6,2018
 Sergio Pérez,SIN,6.0,13.0,0.0,9.0,136.0,6.8,4.583724066279456,13.0,3,2018
 Sergio Pérez,RUS,3.0,6.0,13.0,0.0,136.0,6.8,4.583724066279456,11.0,1,2018
 Sergio Pérez,JPN,1.0,3.0,6.0,13.0,136.0,6.8,4.583724066279456,6.0,9,2018
 Sergio Pérez,USA,9.0,1.0,3.0,6.0,136.0,6.8,4.583724066279456,4.0,7,2018
 Sergio Pérez,MEX,7.0,9.0,1.0,3.0,136.0,6.8,4.583724066279456,6.0,0,2018
 Sergio Pérez,BRA,0.0,7.0,9.0,1.0,136.0,6.8,4.583724066279456,5.0,4,2018
 Sergio Pérez,ABU,4.0,0.0,7.0,9.0,136.0,6.8,4.583724066279456,9.0,7,2018
 Kevin Magnussen,AUS,,,,,46.0,2.3,2.975337221046946,0.0,0,2018
 Kevin Magnussen,BHR,0.0,,,,46.0,2.3,2.975337221046946,0.0,13,2018
 Kevin Magnussen,CHN,13.0,0.0,,,46.0,2.3,2.975337221046946,7.0,4,2018
 Kevin Magnussen,AZE,4.0,13.0,0.0,,46.0,2.3,2.975337221046946,9.0,3,2018
 Kevin Magnussen,ESP,3.0,4.0,13.0,0.0,46.0,2.3,2.975337221046946,0.0,11,2018
 Kevin Magnussen,MON,11.0,3.0,4.0,13.0,46.0,2.3,2.975337221046946,1.0,3,2018
 Kevin Magnussen,CAN,3.0,11.0,3.0,4.0,46.0,2.3,2.975337221046946,0.0,0,2018
 Kevin Magnussen,FRA,0.0,3.0,11.0,3.0,46.0,2.3,2.975337221046946,,11,2018
 Kevin Magnussen,AUT,11.0,0.0,3.0,11.0,46.0,2.3,2.975337221046946,0.0,10,2018
 Kevin Magnussen,GBR,10.0,11.0,0.0,3.0,46.0,2.3,2.975337221046946,3.0,5,2018
 Kevin Magnussen,GER,5.0,10.0,11.0,0.0,46.0,2.3,2.975337221046946,,0,2018
 Kevin Magnussen,HUN,0.0,5.0,10.0,11.0,46.0,2.3,2.975337221046946,3.0,9,2018
 Kevin Magnussen,BEL,9.0,0.0,5.0,10.0,46.0,2.3,2.975337221046946,0.0,4,2018
 Kevin Magnussen,ITA,4.0,9.0,0.0,5.0,46.0,2.3,2.975337221046946,3.0,3,2018
 Kevin Magnussen,SIN,3.0,4.0,9.0,0.0,46.0,2.3,2.975337221046946,0.0,0,2018
 Kevin Magnussen,RUS,0.0,3.0,4.0,9.0,46.0,2.3,2.975337221046946,3.0,7,2018
 Kevin Magnussen,JPN,7.0,0.0,3.0,4.0,46.0,2.3,2.975337221046946,7.0,0,2018
 Kevin Magnussen,USA,0.0,7.0,0.0,3.0,46.0,2.3,2.975337221046946,0.0,-10,2018
 Kevin Magnussen,MEX,-10.0,0.0,7.0,0.0,46.0,2.3,2.975337221046946,7.0,3,2018
 Kevin Magnussen,BRA,3.0,-10.0,0.0,7.0,46.0,2.3,2.975337221046946,0.0,2,2018
 Kevin Magnussen,ABU,2.0,3.0,-10.0,0.0,46.0,2.3,2.975337221046946,0.0,1,2018
 Carlos Sainz Jr.,AUS,,,,,75.0,3.75,4.832728334791304,7.0,1,2018
 Carlos Sainz Jr.,BHR,1.0,,,,75.0,3.75,4.832728334791304,0.0,0,2018
 Carlos Sainz Jr.,CHN,0.0,1.0,,,75.0,3.75,4.832728334791304,9.0,2,2018
 Carlos Sainz Jr.,AZE,2.0,0.0,1.0,,75.0,3.75,4.832728334791304,7.0,13,2018
 Carlos Sainz Jr.,ESP,13.0,2.0,0.0,1.0,75.0,3.75,4.832728334791304,6.0,9,2018
 Carlos Sainz Jr.,MON,9.0,13.0,2.0,0.0,75.0,3.75,4.832728334791304,11.0,1,2018
 Carlos Sainz Jr.,CAN,1.0,9.0,13.0,2.0,75.0,3.75,4.832728334791304,0.0,4,2018
 Carlos Sainz Jr.,FRA,4.0,1.0,9.0,13.0,75.0,3.75,4.832728334791304,,7,2018
 Carlos Sainz Jr.,AUT,7.0,4.0,1.0,9.0,75.0,3.75,4.832728334791304,0.0,3,2018
 Carlos Sainz Jr.,GBR,3.0,7.0,4.0,1.0,75.0,3.75,4.832728334791304,0.0,0,2018
 Carlos Sainz Jr.,GER,0.0,3.0,7.0,4.0,75.0,3.75,4.832728334791304,,0,2018
 Carlos Sainz Jr.,HUN,0.0,0.0,3.0,7.0,75.0,3.75,4.832728334791304,9.0,5,2018
 Carlos Sainz Jr.,BEL,5.0,0.0,0.0,3.0,75.0,3.75,4.832728334791304,1.0,3,2018
 Carlos Sainz Jr.,ITA,3.0,5.0,0.0,0.0,75.0,3.75,4.832728334791304,0.0,7,2018
 Carlos Sainz Jr.,SIN,7.0,3.0,5.0,0.0,75.0,3.75,4.832728334791304,15.0,7,2018
 Carlos Sainz Jr.,RUS,7.0,7.0,3.0,5.0,75.0,3.75,4.832728334791304,1.0,0,2018
 Carlos Sainz Jr.,JPN,0.0,7.0,7.0,3.0,75.0,3.75,4.832728334791304,0.0,4,2018
 Carlos Sainz Jr.,USA,4.0,0.0,7.0,7.0,75.0,3.75,4.832728334791304,9.0,6,2018
 Carlos Sainz Jr.,MEX,6.0,4.0,0.0,7.0,75.0,3.75,4.832728334791304,0.0,0,2018
 Carlos Sainz Jr.,BRA,0.0,6.0,4.0,0.0,75.0,3.75,4.832728334791304,0.0,3,2018
 Carlos Sainz Jr.,ABU,3.0,0.0,6.0,4.0,75.0,3.75,4.832728334791304,0.0,11,2018
 Fernando Alonso,AUS,,,,,44.0,2.2,3.036618618064993,0.0,13,2018
 Fernando Alonso,BHR,13.0,,,,44.0,2.2,3.036618618064993,3.0,9,2018
 Fernando Alonso,CHN,9.0,13.0,,,44.0,2.2,3.036618618064993,0.0,9,2018
 Fernando Alonso,AZE,9.0,9.0,13.0,,44.0,2.2,3.036618618064993,5.0,9,2018
 Fernando Alonso,ESP,9.0,9.0,9.0,13.0,44.0,2.2,3.036618618064993,3.0,7,2018
 Fernando Alonso,MON,7.0,9.0,9.0,9.0,44.0,2.2,3.036618618064993,0.0,0,2018
 Fernando Alonso,CAN,0.0,7.0,9.0,9.0,44.0,2.2,3.036618618064993,0.0,0,2018
 Fernando Alonso,FRA,0.0,0.0,7.0,9.0,44.0,2.2,3.036618618064993,,0,2018
 Fernando Alonso,AUT,0.0,0.0,0.0,7.0,44.0,2.2,3.036618618064993,0.0,7,2018
 Fernando Alonso,GBR,7.0,0.0,0.0,0.0,44.0,2.2,3.036618618064993,0.0,7,2018
 Fernando Alonso,GER,7.0,7.0,0.0,0.0,44.0,2.2,3.036618618064993,,0,2018
 Fernando Alonso,HUN,0.0,7.0,7.0,0.0,44.0,2.2,3.036618618064993,11.0,7,2018
 Fernando Alonso,BEL,7.0,0.0,7.0,7.0,44.0,2.2,3.036618618064993,0.0,0,2018
 Fernando Alonso,ITA,0.0,7.0,0.0,7.0,44.0,2.2,3.036618618064993,3.0,0,2018
 Fernando Alonso,SIN,0.0,0.0,7.0,0.0,44.0,2.2,3.036618618064993,0.0,9,2018
 Fernando Alonso,RUS,9.0,0.0,0.0,7.0,44.0,2.2,3.036618618064993,0.0,3,2018
 Fernando Alonso,JPN,3.0,9.0,0.0,0.0,44.0,2.2,3.036618618064993,3.0,3,2018
 Fernando Alonso,USA,3.0,3.0,9.0,0.0,44.0,2.2,3.036618618064993,0.0,0,2018
 Fernando Alonso,MEX,0.0,3.0,3.0,9.0,44.0,2.2,3.036618618064993,4.0,0,2018
 Fernando Alonso,BRA,0.0,0.0,3.0,3.0,44.0,2.2,3.036618618064993,7.0,0,2018
 Fernando Alonso,ABU,0.0,0.0,0.0,3.0,44.0,2.2,3.036618618064993,5.0,3,2018
 Esteban Ocon,AUS,,,,,111.0,5.55,4.358597070279911,1.0,0,2018
 Esteban Ocon,BHR,0.0,,,,111.0,5.55,4.358597070279911,1.0,4,2018
 Esteban Ocon,CHN,4.0,0.0,,,111.0,5.55,4.358597070279911,1.0,3,2018
 Esteban Ocon,AZE,3.0,4.0,0.0,,111.0,5.55,4.358597070279911,11.0,0,2018
 Esteban Ocon,ESP,0.0,3.0,4.0,0.0,111.0,5.55,4.358597070279911,10.0,0,2018
 Esteban Ocon,MON,0.0,0.0,3.0,4.0,111.0,5.55,4.358597070279911,3.0,11,2018
 Esteban Ocon,CAN,11.0,0.0,0.0,3.0,111.0,5.55,4.358597070279911,8.0,5,2018
 Esteban Ocon,FRA,5.0,11.0,0.0,0.0,111.0,5.55,4.358597070279911,,0,2018
 Esteban Ocon,AUT,0.0,5.0,11.0,0.0,111.0,5.55,4.358597070279911,4.0,11,2018
 Esteban Ocon,GBR,11.0,0.0,5.0,11.0,111.0,5.55,4.358597070279911,7.0,9,2018
 Esteban Ocon,GER,9.0,11.0,0.0,5.0,111.0,5.55,4.358597070279911,,4,2018
 Esteban Ocon,HUN,4.0,9.0,11.0,0.0,111.0,5.55,4.358597070279911,2.0,3,2018
 Esteban Ocon,BEL,3.0,4.0,9.0,11.0,111.0,5.55,4.358597070279911,5.0,8,2018
 Esteban Ocon,ITA,8.0,3.0,4.0,9.0,111.0,5.55,4.358597070279911,11.0,11,2018
 Esteban Ocon,SIN,11.0,8.0,3.0,4.0,111.0,5.55,4.358597070279911,1.0,0,2018
 Esteban Ocon,RUS,0.0,11.0,8.0,3.0,111.0,5.55,4.358597070279911,6.0,5,2018
 Esteban Ocon,JPN,5.0,0.0,11.0,8.0,111.0,5.55,4.358597070279911,11.0,2,2018
 Esteban Ocon,USA,2.0,5.0,0.0,11.0,111.0,5.55,4.358597070279911,11.0,-10,2018
 Esteban Ocon,MEX,-10.0,2.0,5.0,0.0,111.0,5.55,4.358597070279911,13.0,3,2018
 Esteban Ocon,BRA,3.0,-10.0,2.0,5.0,111.0,5.55,4.358597070279911,0.0,0,2018
 Esteban Ocon,ABU,0.0,3.0,-10.0,2.0,111.0,5.55,4.358597070279911,4.0,0,2018
 Charles Leclerc,AUS,,,,,,,,,3,2018
 Charles Leclerc,BHR,3.0,,,,,,,,0,2018
 Charles Leclerc,CHN,0.0,3.0,,,,,,,0,2018
 Charles Leclerc,AZE,0.0,0.0,3.0,,,,,,11,2018
 Charles Leclerc,ESP,11.0,0.0,0.0,3.0,,,,,4,2018
 Charles Leclerc,MON,4.0,11.0,0.0,0.0,,,,,0,2018
 Charles Leclerc,CAN,0.0,4.0,11.0,0.0,,,,,4,2018
 Charles Leclerc,FRA,4.0,0.0,4.0,11.0,,,,,4,2018
 Charles Leclerc,AUT,4.0,4.0,0.0,4.0,,,,,5,2018
 Charles Leclerc,GBR,5.0,4.0,4.0,0.0,,,,,0,2018
 Charles Leclerc,GER,0.0,5.0,4.0,4.0,,,,,0,2018
 Charles Leclerc,HUN,0.0,0.0,5.0,4.0,,,,,0,2018
 Charles Leclerc,BEL,0.0,0.0,0.0,5.0,,,,,0,2018
 Charles Leclerc,ITA,0.0,0.0,0.0,0.0,,,,,3,2018
 Charles Leclerc,SIN,3.0,0.0,0.0,0.0,,,,,5,2018
 Charles Leclerc,RUS,5.0,3.0,0.0,0.0,,,,,9,2018
 Charles Leclerc,JPN,9.0,5.0,3.0,0.0,,,,,0,2018
 Charles Leclerc,USA,0.0,9.0,5.0,3.0,,,,,0,2018
 Charles Leclerc,MEX,0.0,0.0,9.0,5.0,,,,,9,2018
 Charles Leclerc,BRA,9.0,0.0,0.0,9.0,,,,,9,2018
 Charles Leclerc,ABU,9.0,9.0,0.0,0.0,,,,,9,2018
 Romain Grosjean,AUS,,,,,58.0,2.9,3.4012381646441017,0.0,0,2018
 Romain Grosjean,BHR,0.0,,,,58.0,2.9,3.4012381646441017,7.0,0,2018
 Romain Grosjean,CHN,0.0,0.0,,,58.0,2.9,3.4012381646441017,0.0,0,2018
 Romain Grosjean,AZE,0.0,0.0,0.0,,58.0,2.9,3.4012381646441017,0.0,0,2018
 Romain Grosjean,ESP,0.0,0.0,0.0,0.0,58.0,2.9,3.4012381646441017,4.0,0,2018
 Romain Grosjean,MON,0.0,0.0,0.0,0.0,58.0,2.9,3.4012381646441017,7.0,0,2018
 Romain Grosjean,CAN,0.0,0.0,0.0,0.0,58.0,2.9,3.4012381646441017,4.0,3,2018
 Romain Grosjean,FRA,3.0,0.0,0.0,0.0,58.0,2.9,3.4012381646441017,,0,2018
 Romain Grosjean,AUT,0.0,3.0,0.0,0.0,58.0,2.9,3.4012381646441017,11.0,15,2018
 Romain Grosjean,GBR,15.0,0.0,3.0,0.0,58.0,2.9,3.4012381646441017,0.0,0,2018
 Romain Grosjean,GER,0.0,15.0,0.0,3.0,58.0,2.9,3.4012381646441017,,11,2018
 Romain Grosjean,HUN,11.0,0.0,15.0,0.0,58.0,2.9,3.4012381646441017,0.0,1,2018
 Romain Grosjean,BEL,1.0,11.0,0.0,15.0,58.0,2.9,3.4012381646441017,9.0,9,2018
 Romain Grosjean,ITA,9.0,1.0,11.0,0.0,58.0,2.9,3.4012381646441017,0.0,-10,2018
 Romain Grosjean,SIN,-10.0,9.0,1.0,11.0,58.0,2.9,3.4012381646441017,5.0,3,2018
 Romain Grosjean,RUS,3.0,-10.0,9.0,1.0,58.0,2.9,3.4012381646441017,0.0,0,2018
 Romain Grosjean,JPN,0.0,3.0,-10.0,9.0,58.0,2.9,3.4012381646441017,2.0,7,2018
 Romain Grosjean,USA,7.0,0.0,3.0,-10.0,58.0,2.9,3.4012381646441017,3.0,0,2018
 Romain Grosjean,MEX,0.0,7.0,0.0,3.0,58.0,2.9,3.4012381646441017,0.0,0,2018
 Romain Grosjean,BRA,0.0,0.0,7.0,0.0,58.0,2.9,3.4012381646441017,3.0,7,2018
 Romain Grosjean,ABU,7.0,0.0,0.0,7.0,58.0,2.9,3.4012381646441017,3.0,5,2018
 Pierre Gasly,AUS,,,,,12.0,0.6,1.2311740225021848,0.0,0,2018
 Pierre Gasly,BHR,0.0,,,,12.0,0.6,1.2311740225021848,0.0,15,2018
 Pierre Gasly,CHN,15.0,0.0,,,12.0,0.6,1.2311740225021848,0.0,3,2018
 Pierre Gasly,AZE,3.0,15.0,0.0,,12.0,0.6,1.2311740225021848,0.0,0,2018
 Pierre Gasly,ESP,0.0,3.0,15.0,0.0,12.0,0.6,1.2311740225021848,0.0,0,2018
 Pierre Gasly,MON,0.0,0.0,3.0,15.0,12.0,0.6,1.2311740225021848,0.0,9,2018
 Pierre Gasly,CAN,9.0,0.0,0.0,3.0,12.0,0.6,1.2311740225021848,0.0,3,2018
 Pierre Gasly,FRA,3.0,9.0,0.0,0.0,12.0,0.6,1.2311740225021848,,0,2018
 Pierre Gasly,AUT,0.0,3.0,9.0,0.0,12.0,0.6,1.2311740225021848,0.0,3,2018
 Pierre Gasly,GBR,3.0,0.0,3.0,9.0,12.0,0.6,1.2311740225021848,0.0,3,2018
 Pierre Gasly,GER,3.0,3.0,0.0,3.0,12.0,0.6,1.2311740225021848,,0,2018
 Pierre Gasly,HUN,0.0,3.0,3.0,0.0,12.0,0.6,1.2311740225021848,0.0,11,2018
 Pierre Gasly,BEL,11.0,0.0,3.0,3.0,12.0,0.6,1.2311740225021848,0.0,5,2018
 Pierre Gasly,ITA,5.0,11.0,0.0,3.0,12.0,0.6,1.2311740225021848,0.0,3,2018
 Pierre Gasly,SIN,3.0,5.0,11.0,0.0,12.0,0.6,1.2311740225021848,0.0,3,2018
 Pierre Gasly,RUS,3.0,3.0,5.0,11.0,12.0,0.6,1.2311740225021848,0.0,0,2018
 Pierre Gasly,JPN,0.0,3.0,3.0,5.0,12.0,0.6,1.2311740225021848,3.0,3,2018
 Pierre Gasly,USA,3.0,0.0,3.0,3.0,12.0,0.6,1.2311740225021848,0.0,0,2018
 Pierre Gasly,MEX,0.0,3.0,0.0,3.0,12.0,0.6,1.2311740225021848,3.0,4,2018
 Pierre Gasly,BRA,4.0,0.0,3.0,0.0,12.0,0.6,1.2311740225021848,0.0,0,2018
 Pierre Gasly,ABU,0.0,4.0,0.0,3.0,12.0,0.6,1.2311740225021848,3.0,0,2018
 Stoffel Vandoorne,AUS,,,,,40.0,2.0,2.772040859423935,3.0,2,2018
 Stoffel Vandoorne,BHR,2.0,,,,40.0,2.0,2.772040859423935,0.0,4,2018
 Stoffel Vandoorne,CHN,4.0,2.0,,,40.0,2.0,2.772040859423935,0.0,0,2018
 Stoffel Vandoorne,AZE,0.0,4.0,2.0,,40.0,2.0,2.772040859423935,0.0,2,2018
 Stoffel Vandoorne,ESP,2.0,0.0,4.0,2.0,40.0,2.0,2.772040859423935,0.0,0,2018
 Stoffel Vandoorne,MON,0.0,2.0,0.0,4.0,40.0,2.0,2.772040859423935,0.0,3,2018
 Stoffel Vandoorne,CAN,3.0,0.0,2.0,0.0,40.0,2.0,2.772040859423935,3.0,3,2018
 Stoffel Vandoorne,FRA,3.0,3.0,0.0,2.0,40.0,2.0,2.772040859423935,,3,2018
 Stoffel Vandoorne,AUT,3.0,3.0,3.0,0.0,40.0,2.0,2.772040859423935,3.0,0,2018
 Stoffel Vandoorne,GBR,0.0,3.0,3.0,3.0,40.0,2.0,2.772040859423935,3.0,0,2018
 Stoffel Vandoorne,GER,0.0,0.0,3.0,3.0,40.0,2.0,2.772040859423935,,3,2018
 Stoffel Vandoorne,HUN,3.0,0.0,0.0,3.0,40.0,2.0,2.772040859423935,1.0,0,2018
 Stoffel Vandoorne,BEL,0.0,3.0,0.0,0.0,40.0,2.0,2.772040859423935,3.0,3,2018
 Stoffel Vandoorne,ITA,3.0,0.0,3.0,0.0,40.0,2.0,2.772040859423935,0.0,3,2018
 Stoffel Vandoorne,SIN,3.0,3.0,0.0,3.0,40.0,2.0,2.772040859423935,9.0,0,2018
 Stoffel Vandoorne,RUS,0.0,3.0,3.0,0.0,40.0,2.0,2.772040859423935,3.0,0,2018
